Index,Ovr,Gen,Div,Name,#,AG,Country,Swim,Bike,Run,Total,Competition,Year,Swim_sec,Bike_sec,Run_sec,Total_sec
165,165,160,16,Brandon Baty,125,M25-29,USA,00:48:03,05:23:53,03:28:47,09:56:26,Overall Results,Ironman California 2023,2883.0,19433.0,12527,35786
166,166,161,39,Antonio Leyvas del Castillo,313,M35-39,MEX,00:43:06,05:18:24,03:42:20,09:57:19,Overall Results,Ironman California 2023,2586.0,19104.0,13340,35839
167,167,162,33,David Phillip Blackmore,1976,M40-44,GBR,00:47:11,05:10:29,03:47:01,09:57:23,Overall Results,Ironman California 2023,2831.0,18629.0,13621,35843
168,168,163,5,Olaf Schenk,682,M55-59,DEU,00:43:34,05:14:04,03:48:00,09:57:36,Overall Results,Ironman California 2023,2614.0,18844.0,13680,35856
169,169,164,23,Juan Teixido,320,M45-49,PRY,00:47:38,04:56:31,03:53:13,09:57:42,Overall Results,Ironman California 2023,2858.0,17791.0,13993,35862
170,170,165,40,Alejandro Orellana Silva,1233,M35-39,MEX,00:48:32,05:10:50,03:40:00,09:58:22,Overall Results,Ironman California 2023,2912.0,18650.0,13200,35902
171,171,166,24,Cristian Montero,141,M45-49,CHL,00:50:40,05:18:47,03:33:11,09:58:31,Overall Results,Ironman California 2023,3040.0,19127.0,12791,35911
172,172,167,25,Jon Greyell,271,M45-49,CAN,00:42:56,04:32:19,04:31:44,09:58:55,Overall Results,Ironman California 2023,2576.0,16339.0,16304,35935
173,173,168,41,Tim Ortlip,964,M35-39,USA,00:45:44,05:11:20,03:45:35,09:59:10,Overall Results,Ironman California 2023,2744.0,18680.0,13535,35950
174,174,169,17,Anthony Ross,2246,M50-54,USA,00:42:04,04:56:38,04:06:53,09:59:11,Overall Results,Ironman California 2023,2524.0,17798.0,14813,35951
175,175,170,42,John McHugh,1500,M35-39,USA,00:48:07,05:37:54,03:12:15,09:59:36,Overall Results,Ironman California 2023,2887.0,20274.0,11535,35976
176,176,171,17,Christopher Moloney,1444,M25-29,USA,00:52:45,05:05:46,03:48:01,10:00:25,Overall Results,Ironman California 2023,3165.0,18346.0,13681,36025
177,177,172,34,Barry Teshima,820,M40-44,USA,00:43:19,05:08:16,03:54:19,10:00:35,Overall Results,Ironman California 2023,2599.0,18496.0,14059,36035
178,178,173,28,Arthur Schlothauer,1811,M30-34,DEU,00:48:41,05:12:16,03:43:56,10:01:12,Overall Results,Ironman California 2023,2921.0,18736.0,13436,36072
179,179,174,26,Mike Sherry,442,M45-49,USA,00:45:44,05:04:18,03:52:18,10:01:13,Overall Results,Ironman California 2023,2744.0,18258.0,13938,36073
180,180,175,29,Juan Espinosa,1536,M30-34,COL,00:51:34,05:23:05,03:29:49,10:01:14,Overall Results,Ironman California 2023,3094.0,19385.0,12589,36074
181,181,176,30,Daniel Ching,833,M30-34,CRI,00:41:53,05:14:22,03:54:31,10:01:40,Overall Results,Ironman California 2023,2513.0,18862.0,14071,36100
182,182,177,27,Tomas Gonzalez Arrona,930,M45-49,MEX,00:42:54,05:18:04,03:46:48,10:01:51,Overall Results,Ironman California 2023,2574.0,19084.0,13608,36111
183,183,178,18,Daniel Beloso,1131,M50-54,ESP,00:44:31,05:00:05,04:05:23,10:02:07,Overall Results,Ironman California 2023,2671.0,18005.0,14723,36127
184,184,179,1,Corvin Bazgan,19,M PC/ID,USA,00:50:31,04:56:10,03:56:29,10:02:16,Overall Results,Ironman California 2023,3031.0,17770.0,14189,36136
185,185,180,2,Zach Goodman,20,M PC/ID,USA,00:50:32,04:56:09,03:56:30,10:02:17,Overall Results,Ironman California 2023,3032.0,17769.0,14190,36137
186,186,181,19,Rocky Ursino,1251,M50-54,USA,00:43:22,05:17:28,03:49:17,10:02:45,Overall Results,Ironman California 2023,2602.0,19048.0,13757,36165
187,187,182,28,Jose Rangel,2040,M45-49,USA,00:48:59,05:15:46,03:43:18,10:02:53,Overall Results,Ironman California 2023,2939.0,18946.0,13398,36173
188,188,183,18,Jonathan Rubin,440,M25-29,USA,00:50:20,05:06:51,03:43:25,10:02:56,Overall Results,Ironman California 2023,3020.0,18411.0,13405,36176
189,189,184,20,Michael Alexander,1561,M50-54,USA,00:46:09,05:07:59,03:56:23,10:03:30,Overall Results,Ironman California 2023,2769.0,18479.0,14183,36210
190,190,185,35,Ivan Rodriguez,1605,M40-44,USA,00:48:40,05:14:25,03:46:09,10:04:09,Overall Results,Ironman California 2023,2920.0,18865.0,13569,36249
191,191,186,36,Nicholas Malone,301,M40-44,USA,00:47:24,05:11:24,03:53:22,10:04:13,Overall Results,Ironman California 2023,2844.0,18684.0,14002,36253
192,192,187,6,Rob Boyce,2000,M55-59,USA,00:47:20,05:11:50,03:52:11,10:04:53,Overall Results,Ironman California 2023,2840.0,18710.0,13931,36293
193,193,188,31,James Tobias,2342,M30-34,USA,00:45:18,04:50:56,04:10:39,10:05:12,Overall Results,Ironman California 2023,2718.0,17456.0,15039,36312
194,194,189,37,Marco Rodriguez,1623,M40-44,CRI,00:44:08,05:26:58,03:38:06,10:05:13,Overall Results,Ironman California 2023,2648.0,19618.0,13086,36313
195,195,190,21,Sergio Saavedra Morales,239,M50-54,MEX,00:51:21,05:11:53,03:38:03,10:05:34,Overall Results,Ironman California 2023,3081.0,18713.0,13083,36334
196,196,191,38,Vlad Dergunov,2331,M40-44,UKR,00:46:22,05:21:23,03:46:12,10:05:46,Overall Results,Ironman California 2023,2782.0,19283.0,13572,36346
197,197,192,7,John Renken,350,M55-59,USA,00:44:49,05:15:36,03:45:29,10:05:49,Overall Results,Ironman California 2023,2689.0,18936.0,13529,36349
198,198,193,32,Dylan Friss,1775,M30-34,USA,00:43:35,05:16:53,03:50:39,10:05:56,Overall Results,Ironman California 2023,2615.0,19013.0,13839,36356
199,199,194,43,Juan Felipe Franco,941,M35-39,COL,00:48:31,05:23:09,03:38:47,10:06:04,Overall Results,Ironman California 2023,2911.0,19389.0,13127,36364
200,200,195,19,Krishna Beemanapalli,1176,M25-29,USA,00:52:30,05:04:53,03:49:25,10:06:41,Overall Results,Ironman California 2023,3150.0,18293.0,13765,36401
201,201,196,22,Colin Grove,896,M50-54,USA,00:48:22,05:16:09,03:48:57,10:06:49,Overall Results,Ironman California 2023,2902.0,18969.0,13737,36409
202,202,197,20,Sean McMahon,2343,M25-29,USA,00:47:06,05:28:45,03:36:00,10:06:52,Overall Results,Ironman California 2023,2826.0,19725.0,12960,36412
203,203,198,39,Brian Connors,297,M40-44,USA,00:44:03,04:58:13,04:11:27,10:07:01,Overall Results,Ironman California 2023,2643.0,17893.0,15087,36421
204,204,199,40,Aiman Abedi,779,M40-44,FRA,00:49:43,05:20:58,03:41:02,10:07:12,Overall Results,Ironman California 2023,2983.0,19258.0,13262,36432
205,205,200,29,Scott Zakaluzny,209,M45-49,USA,00:44:10,05:29:22,03:42:56,10:07:42,Overall Results,Ironman California 2023,2650.0,19762.0,13376,36462
206,206,201,33,Yifu Zhou,1765,M30-34,USA,00:44:51,05:15:11,03:54:17,10:07:55,Overall Results,Ironman California 2023,2691.0,18911.0,14057,36475
207,207,202,34,Justin Wu,1770,M30-34,USA,00:49:18,05:48:58,03:13:18,10:07:56,Overall Results,Ironman California 2023,2958.0,20938.0,11598,36476
208,208,203,41,Greg Chaganos,264,M40-44,USA,00:41:49,05:24:22,03:51:42,10:07:59,Overall Results,Ironman California 2023,2509.0,19462.0,13902,36479
209,209,204,44,Gerardo Ramirez,152,M35-39,MEX,00:54:09,05:30:18,03:33:13,10:08:22,Overall Results,Ironman California 2023,3249.0,19818.0,12793,36502
210,210,205,42,Tom Gouldstone,908,M40-44,CAN,00:43:03,05:29:20,03:40:54,10:08:33,Overall Results,Ironman California 2023,2583.0,19760.0,13254,36513
211,211,206,45,Zach Miller,259,M35-39,USA,00:45:52,05:14:42,03:53:34,10:08:46,Overall Results,Ironman California 2023,2752.0,18882.0,14014,36526
212,212,207,6,Connor Mailander,2263,M18-24,USA,00:45:11,05:34:10,03:35:48,10:09:00,Overall Results,Ironman California 2023,2711.0,20050.0,12948,36540
213,213,208,8,Mark Flores,783,M55-59,USA,00:50:41,05:15:45,03:48:36,10:10:01,Overall Results,Ironman California 2023,3041.0,18945.0,13716,36601
214,214,209,9,Peter Eberle,523,M55-59,USA,00:39:43,05:21:21,03:57:10,10:10:43,Overall Results,Ironman California 2023,2383.0,19281.0,14230,36643
215,215,210,43,Phillip Garrett,339,M40-44,USA,00:49:15,05:23:52,03:43:19,10:11:18,Overall Results,Ironman California 2023,2955.0,19432.0,13399,36678
216,216,6,1,Renee Swinson,300,F45-49,USA,00:44:15,05:08:32,04:08:04,10:11:34,Overall Results,Ironman California 2023,2655.0,18512.0,14884,36694
217,217,211,23,Frederic Raynal,286,M50-54,USA,00:42:47,04:49:34,04:26:14,10:11:35,Overall Results,Ironman California 2023,2567.0,17374.0,15974,36695
218,218,7,2,Victoria Feng,1726,F25-29,USA,00:37:05,05:12:43,04:11:00,10:12:00,Overall Results,Ironman California 2023,2225.0,18763.0,15060,36720
219,219,212,46,Camilo Brenes,1578,M35-39,CRI,00:41:39,05:11:40,04:01:07,10:12:06,Overall Results,Ironman California 2023,2499.0,18700.0,14467,36726
220,220,213,30,Ramon Gonzalez,395,M45-49,USA,00:46:54,05:00:33,04:13:56,10:12:43,Overall Results,Ironman California 2023,2814.0,18033.0,15236,36763
221,221,214,35,Shane Foley,2154,M30-34,USA,00:45:15,05:19:44,03:49:48,10:12:52,Overall Results,Ironman California 2023,2715.0,19184.0,13788,36772
222,222,215,36,Rob Chavan,314,M30-34,USA,00:45:57,05:17:31,03:56:24,10:13:02,Overall Results,Ironman California 2023,2757.0,19051.0,14184,36782
223,223,216,44,Keith Anderson,2259,M40-44,USA,00:46:18,05:22:36,03:51:20,10:13:10,Overall Results,Ironman California 2023,2778.0,19356.0,13880,36790
224,224,217,45,Tocher Kellom,557,M40-44,USA,00:43:55,05:22:41,03:55:58,10:13:11,Overall Results,Ironman California 2023,2635.0,19361.0,14158,36791
225,225,218,47,Pablo Villegas,1615,M35-39,CRI,00:40:32,05:24:45,03:50:49,10:13:30,Overall Results,Ironman California 2023,2432.0,19485.0,13849,36810
226,226,219,31,Manuel Montellano,278,M45-49,MEX,00:40:55,05:26:38,03:43:45,10:14:12,Overall Results,Ironman California 2023,2455.0,19598.0,13425,36852
227,227,220,46,Niklas Halen,1312,M40-44,SWE,00:46:52,05:29:21,03:42:22,10:14:38,Overall Results,Ironman California 2023,2812.0,19761.0,13342,36878
228,228,221,37,Beverd Randall King Jr,353,M30-34,USA,00:46:58,05:06:54,04:04:38,10:14:45,Overall Results,Ironman California 2023,2818.0,18414.0,14678,36885
229,229,8,3,Becky McQuain,665,F40-44,USA,00:45:39,05:41:19,03:34:21,10:15:46,Overall Results,Ironman California 2023,2739.0,20479.0,12861,36946
230,230,222,48,Jason Dubovsky,276,M35-39,USA,00:42:16,04:57:51,04:24:38,10:15:47,Overall Results,Ironman California 2023,2536.0,17871.0,15878,36947
231,231,9,2,Molly Lesser,346,F30-34,USA,00:44:21,05:36:03,03:45:27,10:15:48,Overall Results,Ironman California 2023,2661.0,20163.0,13527,36948
232,232,223,10,John Schneider,1076,M55-59,USA,00:39:25,05:25:51,03:55:52,10:16:12,Overall Results,Ironman California 2023,2365.0,19551.0,14152,36972
233,233,224,32,Andrew Oldroyd,303,M45-49,USA,00:48:41,05:13:43,03:56:08,10:16:17,Overall Results,Ironman California 2023,2921.0,18823.0,14168,36977
234,234,225,49,Roberto Cevallos Hurtado,222,M35-39,ECU,00:47:23,05:24:40,03:45:07,10:16:20,Overall Results,Ironman California 2023,2843.0,19480.0,13507,36980
235,235,226,33,Juan Ignacio Costello,2354,M45-49,ARG,00:44:35,05:15:11,04:06:15,10:16:21,Overall Results,Ironman California 2023,2675.0,18911.0,14775,36981
236,236,227,38,Austin McDaniel,2252,M30-34,USA,00:42:21,05:07:43,04:10:32,10:16:33,Overall Results,Ironman California 2023,2541.0,18463.0,15032,36993
237,237,228,34,Jani Hirvonen,164,M45-49,FIN,00:48:11,05:10:10,04:04:59,10:16:37,Overall Results,Ironman California 2023,2891.0,18610.0,14699,36997
238,238,229,39,Gabe Krebs,2189,M30-34,USA,00:48:16,05:16:37,03:51:10,10:16:46,Overall Results,Ironman California 2023,2896.0,18997.0,13870,37006
239,239,230,1,Jonathan Whitehead,424,M60-64,USA,00:40:10,05:16:19,04:04:25,10:17:23,Overall Results,Ironman California 2023,2410.0,18979.0,14665,37043
240,240,231,24,Andrew Mullin,284,M50-54,USA,00:41:44,05:24:18,03:47:49,10:18:09,Overall Results,Ironman California 2023,2504.0,19458.0,13669,37089
241,241,232,11,Joey Rivera,177,M55-59,USA,00:46:26,05:33:10,03:43:41,10:18:09,Overall Results,Ironman California 2023,2786.0,19990.0,13421,37089
242,242,233,2,Ted Albertson,307,M60-64,USA,00:45:37,05:21:18,03:58:32,10:18:30,Overall Results,Ironman California 2023,2737.0,19278.0,14312,37110
243,243,234,40,Luis Eduardo Zurita Arceo,1655,M30-34,MEX,00:45:48,05:29:21,03:47:28,10:18:33,Overall Results,Ironman California 2023,2748.0,19761.0,13648,37113
244,244,235,3,Jim Larrieu,228,M60-64,USA,00:47:39,05:24:51,03:51:44,10:18:42,Overall Results,Ironman California 2023,2859.0,19491.0,13904,37122
245,245,236,50,William Vargas,1539,M35-39,USA,00:43:39,04:56:32,04:12:26,10:19:15,Overall Results,Ironman California 2023,2619.0,17792.0,15146,37155
246,246,237,41,Benjamin Daugreilh,1195,M30-34,FRA,00:44:23,05:23:07,03:52:52,10:19:16,Overall Results,Ironman California 2023,2663.0,19387.0,13972,37156
247,247,238,35,Le Yu,707,M45-49,USA,00:53:14,05:29:20,03:39:49,10:19:16,Overall Results,Ironman California 2023,3194.0,19760.0,13189,37156
248,248,239,42,Bradley Hartman,147,M30-34,USA,00:46:25,05:28:45,03:49:00,10:19:24,Overall Results,Ironman California 2023,2785.0,19725.0,13740,37164
249,249,240,36,Russ Parks,515,M45-49,USA,00:43:20,05:25:07,03:58:15,10:19:31,Overall Results,Ironman California 2023,2600.0,19507.0,14295,37171
250,250,241,4,Ignace Deckmyn,214,M60-64,BEL,00:43:05,05:19:26,04:01:35,10:19:41,Overall Results,Ironman California 2023,2585.0,19166.0,14495,37181
251,251,10,4,Heather Suhr,310,F40-44,USA,00:46:01,05:48:06,03:27:03,10:20:38,Overall Results,Ironman California 2023,2761.0,20886.0,12423,37238
252,252,242,43,Gutierrez Lopez Jesus Roberto,151,M30-34,MEX,00:37:57,05:24:08,04:05:46,10:20:45,Overall Results,Ironman California 2023,2277.0,19448.0,14746,37245
253,253,243,25,Erik Bost,1565,M50-54,USA,00:45:01,05:33:07,03:49:40,10:20:58,Overall Results,Ironman California 2023,2701.0,19987.0,13780,37258
254,254,244,21,Grant Draper,2126,M25-29,USA,00:48:49,05:21:19,03:53:42,10:21:16,Overall Results,Ironman California 2023,2929.0,19279.0,14022,37276
255,255,245,37,Bashar Naji,1654,M45-49,USA,00:46:03,05:28:59,03:51:06,10:21:33,Overall Results,Ironman California 2023,2763.0,19739.0,13866,37293
256,256,246,44,Ken Love,1626,M30-34,USA,00:38:34,05:25:25,04:02:13,10:22:04,Overall Results,Ironman California 2023,2314.0,19525.0,14533,37324
257,257,247,12,Trey Seibold,1120,M55-59,USA,00:39:14,05:28:56,03:59:38,10:22:14,Overall Results,Ironman California 2023,2354.0,19736.0,14378,37334
258,258,248,38,Grzegorz Puzio,550,M45-49,POL,00:44:00,05:07:12,04:16:41,10:22:16,Overall Results,Ironman California 2023,2640.0,18432.0,15401,37336
259,259,249,47,Fabian Hernandez,963,M40-44,CRI,00:48:05,05:40:10,03:34:00,10:22:38,Overall Results,Ironman California 2023,2885.0,20410.0,12840,37358
260,260,250,39,Juan Canizares Morales,2346,M45-49,ECU,00:40:44,05:38:38,03:44:45,10:22:40,Overall Results,Ironman California 2023,2444.0,20318.0,13485,37360
261,261,251,40,Brendan Buller,1461,M45-49,USA,00:45:32,05:15:29,04:02:39,10:22:42,Overall Results,Ironman California 2023,2732.0,18929.0,14559,37362
262,262,252,48,Nathyn Purganan,218,M40-44,USA,00:49:53,05:12:23,04:11:06,10:22:56,Overall Results,Ironman California 2023,2993.0,18743.0,15066,37376
263,263,253,22,Kyle Thielen,938,M25-29,USA,00:39:42,05:09:53,04:19:04,10:23:43,Overall Results,Ironman California 2023,2382.0,18593.0,15544,37423
264,264,254,51,Jae Ahn,2122,M35-39,USA,00:51:31,05:18:57,03:55:59,10:23:48,Overall Results,Ironman California 2023,3091.0,19137.0,14159,37428
265,265,255,52,Alejandro Eugenio Valdes Muttio,1652,M35-39,MEX,00:46:54,05:32:15,03:53:08,10:23:49,Overall Results,Ironman California 2023,2814.0,19935.0,13988,37429
266,266,256,45,Brooks Mason,2098,M30-34,USA,00:41:46,05:28:05,03:58:20,10:23:57,Overall Results,Ironman California 2023,2506.0,19685.0,14300,37437
267,267,257,49,Elliott Kujat,102,M40-44,USA,00:48:25,05:19:51,04:01:35,10:24:04,Overall Results,Ironman California 2023,2905.0,19191.0,14495,37444
268,268,258,46,Peter Sibley,1462,M30-34,USA,00:47:16,05:17:31,04:02:32,10:24:18,Overall Results,Ironman California 2023,2836.0,19051.0,14552,37458
269,269,11,1,Tina Eakin,629,F50-54,USA,00:47:19,05:26:55,03:53:42,10:24:30,Overall Results,Ironman California 2023,2839.0,19615.0,14022,37470
270,270,259,41,Joaquin Alvarez Lagos,713,M45-49,CHL,00:47:20,05:10:31,04:11:54,10:24:54,Overall Results,Ironman California 2023,2840.0,18631.0,15114,37494
271,271,260,26,Ram Moskowitz,2071,M50-54,USA,00:51:06,05:29:30,03:46:51,10:24:59,Overall Results,Ironman California 2023,3066.0,19770.0,13611,37499
272,272,261,42,Christopher Penaflor,1907,M45-49,USA,00:49:00,05:16:17,04:03:40,10:26:59,Overall Results,Ironman California 2023,2940.0,18977.0,14620,37619
273,273,262,27,Ezequiel Rodriguez,342,M50-54,DOM,00:44:33,05:09:42,04:21:15,10:27:08,Overall Results,Ironman California 2023,2673.0,18582.0,15675,37628
274,274,263,53,Raymond Rodriguez,158,M35-39,USA,00:52:24,05:30:51,03:46:36,10:27:08,Overall Results,Ironman California 2023,3144.0,19851.0,13596,37628
275,275,264,28,John Ryan,1219,M50-54,USA,00:48:58,05:23:27,03:58:18,10:28:07,Overall Results,Ironman California 2023,2938.0,19407.0,14298,37687
276,276,265,54,Steven Hancock,843,M35-39,USA,00:47:18,05:48:44,03:36:27,10:28:13,Overall Results,Ironman California 2023,2838.0,20924.0,12987,37693
277,277,266,23,Josh Mollway,2317,M25-29,USA,00:44:51,06:00:09,03:19:31,10:28:31,Overall Results,Ironman California 2023,2691.0,21609.0,11971,37711
278,278,267,55,Vytautas Laukaitis,1111,M35-39,LTU,00:44:56,05:10:14,04:14:26,10:28:41,Overall Results,Ironman California 2023,2696.0,18614.0,15266,37721
279,279,268,13,Lutz Glahn,183,M55-59,DEU,00:43:11,05:17:32,04:13:38,10:28:45,Overall Results,Ironman California 2023,2591.0,19052.0,15218,37725
280,280,269,50,Jeff Hinds,287,M40-44,CAN,00:45:54,04:49:49,04:40:25,10:28:57,Overall Results,Ironman California 2023,2754.0,17389.0,16825,37737
281,281,270,56,Kai Wang,2282,M35-39,USA,00:51:16,05:20:02,03:57:13,10:29:42,Overall Results,Ironman California 2023,3076.0,19202.0,14233,37782
282,282,271,43,Joshua Tulino,1218,M45-49,USA,00:40:31,05:31:21,04:02:13,10:29:59,Overall Results,Ironman California 2023,2431.0,19881.0,14533,37799
283,283,272,51,Michael Goreski,1827,M40-44,USA,00:46:44,05:46:16,03:43:25,10:30:08,Overall Results,Ironman California 2023,2804.0,20776.0,13405,37808
284,284,273,5,Brian Scharkey,256,M60-64,USA,00:43:28,05:22:41,04:06:56,10:30:18,Overall Results,Ironman California 2023,2608.0,19361.0,14816,37818
285,285,274,24,Gabriel Rodriguez,2338,M25-29,USA,00:40:47,05:11:25,04:24:38,10:30:37,Overall Results,Ironman California 2023,2447.0,18685.0,15878,37837
286,286,275,44,Kevin Reiss,202,M45-49,USA,00:45:13,05:12:20,04:17:45,10:31:07,Overall Results,Ironman California 2023,2713.0,18740.0,15465,37867
287,287,276,52,Paul Ralston,2142,M40-44,USA,00:49:19,05:42:10,03:37:48,10:31:13,Overall Results,Ironman California 2023,2959.0,20530.0,13068,37873
288,288,277,47,Levi Ansell,2057,M30-34,USA,00:47:31,05:40:24,03:37:21,10:31:20,Overall Results,Ironman California 2023,2851.0,20424.0,13041,37880
289,289,278,48,Aaron Stark,1583,M30-34,CAN,00:41:53,05:18:36,04:17:35,10:31:23,Overall Results,Ironman California 2023,2513.0,19116.0,15455,37883
290,290,279,53,Antonio Dominguez Perez,1779,M40-44,USA,00:51:24,05:33:37,03:47:05,10:31:40,Overall Results,Ironman California 2023,3084.0,20017.0,13625,37900
291,291,280,57,Julien Perroteau,627,M35-39,FRA,00:43:57,05:19:14,04:10:25,10:32:16,Overall Results,Ironman California 2023,2637.0,19154.0,15025,37936
292,292,281,49,Andres Lopez,2168,M30-34,USA,00:45:42,05:53:35,03:29:47,10:32:28,Overall Results,Ironman California 2023,2742.0,21215.0,12587,37948
293,293,282,50,Peter Humanik,1848,M30-34,USA,00:48:40,05:31:41,03:51:22,10:32:31,Overall Results,Ironman California 2023,2920.0,19901.0,13882,37951
294,294,283,58,Paul Ward,385,M35-39,CAN,00:49:02,05:19:26,04:04:35,10:32:36,Overall Results,Ironman California 2023,2942.0,19166.0,14675,37956
295,295,284,29,Chris Auth,336,M50-54,USA,00:47:14,05:31:42,03:53:33,10:32:50,Overall Results,Ironman California 2023,2834.0,19902.0,14013,37970
296,296,285,14,Mark Pietrofesa,432,M55-59,USA,00:40:51,05:06:15,04:31:34,10:32:56,Overall Results,Ironman California 2023,2451.0,18375.0,16294,37976
297,297,286,51,Chad Quintana,1496,M30-34,USA,00:42:02,05:26:57,04:09:31,10:33:06,Overall Results,Ironman California 2023,2522.0,19617.0,14971,37986
298,298,287,59,Ryan Carter,1960,M35-39,USA,00:45:37,05:08:38,04:26:56,10:33:29,Overall Results,Ironman California 2023,2737.0,18518.0,16016,38009
299,299,288,30,Chris West,161,M50-54,USA,00:47:56,05:32:17,03:54:30,10:33:43,Overall Results,Ironman California 2023,2876.0,19937.0,14070,38023
300,300,289,54,Dan Gronross,1305,M40-44,CAN,00:46:26,05:20:47,04:06:09,10:33:46,Overall Results,Ironman California 2023,2786.0,19247.0,14769,38026
301,301,290,15,Kevin Carlson,1026,M55-59,CAN,00:47:53,05:26:57,03:58:54,10:33:48,Overall Results,Ironman California 2023,2873.0,19617.0,14334,38028
302,302,291,7,Motoaki Kobayashi,549,M18-24,JPN,00:41:48,05:45:53,03:46:15,10:33:49,Overall Results,Ironman California 2023,2508.0,20753.0,13575,38029
303,303,12,2,Kathleen Weber,829,F35-39,USA,00:40:38,05:30:02,04:10:26,10:33:58,Overall Results,Ironman California 2023,2438.0,19802.0,15026,38038
304,304,292,55,Han Phung,590,M40-44,VNM,00:47:06,05:21:07,04:09:27,10:34:35,Overall Results,Ironman California 2023,2826.0,19267.0,14967,38075
305,305,13,3,Paola Orozco,1972,F30-34,MEX,00:46:43,05:31:09,03:57:08,10:34:36,Overall Results,Ironman California 2023,2803.0,19869.0,14228,38076
